59641	8525	8	0	0	0	-1	39182	53086453123	10
10015	-1	2719628	55941	23	1	0	0	-1	1262	53086519102	10
10220	267	566688	12366	73	0	1	0	-1	27524	53084626751	10
5774	249	321253	4030	53	0	1	0	-1	1671	53086024733	7
27074	102	14465	14135	165	0	0	0	2848	15483	53086463724	9
30709	100	2546858	520034	10	0	1	0	43773	30945	53086092870	6
6451	-1	2719629	335641	44	1	0	0	-1	23407	53085484895	10
54896	81	2639007	537449	11	0	0	0	1692	45175	53084356223	10
21860	3	2674206	543417	7	0	0	0	-1	20908	53086429765	9
3777	-1	131703	7675	67	1	1	0	1421	28927	53086359083	4
13903	228	97395	12383	31	0	0	0	-1	2131	53086538902	23
48573	125	26319	115761	20	0	1	0	-1	19526	53085938331	18
4703	6	20790	38836	17	0	1	0	410	8833	53086448141	10
5498	217	2719630	550887	88	3	1	0	5073	36362	53085149035	3
4166	108	9313	256	115	0	1	0	-1	47221	53086440891	4
3187	13	27312	19450	32	0	1	0	-1	31181	53086514755	9
3466	165	2546088	228187	42	0	0	0	5291	2932	53086498097	10
6423	115	2719631	69506	69	0	0	0	-1	11467	53086474419	9
12038	30	2719632	162991	42	0	0	0	-1	13276	53085240215	10
24997	6	95622	3134	307	0	1	0	3969	62664	53085318024	7
13536	13	2719633	5429	33	0	0	0	-1	4632	53085039302	20
40581	80	2576605	41872	23	0	1	0	-1	52711	53086505247	9
5226	16	639316	11365	95	0	0	0	-1	24925	53086545557	10
9179	31	261935	25559	32	0	0	0	-1	16325	53086507179	10
61314	88	4964	2349	69	0	0	0	425	64368	53084957322	7
33468	-1	2719634	135133	74	1	1	0	4070	18449	53084537275	10
9950	172	1211167	456574	9	0	1	0	-1	41209	53086460253	2
3542	-1	2551804	354408	258	1	0	0	110	2833	53086346571	9
35419	6	22536	26413	4	0	0	0	-1	8456	53086524850	6
30778	115	189465	49086	68	0	0	0	-1	30498	53086477525	10
16708	-1	2693378	86526	29	2	0	0	-1	7600	53086551395	9
9066	179	99776	3403	113	0	1	0	-1	4098	53086161241	10
44616	73	230227	72825	165	0	0	0	-1	4692	53086538811	10
20401	188	898231	52249	88	0	1	0	50	38621	53085975452	16
25620	-1	1224851	13254	73	1	0	0	-1	40731	53083947516	11
35196	31	286903	95	282	0	0	0	1666	3501	53086508843	10
4533	138	2633	42363	102	0	0	0	-1	17066	53086421291	9
10692	189	46044	96127	151	0	0	0	-1	48830	53086509483	9
43934	66	2719635	550888	311	0	0	0	-1	1530	53086503247	10
6032	66	1210362	2453	108	0	1	0	-1	60148	53084954613	9
13278	51	13956	270	28	0	1	0	-1	44554	53085963605	17
51354	60	93672	4924	7	0	1	0	-1	27298	53085409687	9
28839	-1	2719636	80837	178	1	0	0	-1	33739	53085643651	10
6068	265	67302	30939	21	0	0	0	-1	15084	53084666011	31
4932	175	399020	24909	26	0	0	0	-1	54405	53084520387	2
5980	-1	1685469	12883	155	1	0	0	3029	8313	53085521690	10
14849	272	69181	10496	10	0	1	0	-1	42075	53086196898	10
61148	-1	2719637	106117	26	1	0	0	-1	37853	53084221000	9
54088	72	248458	66195	174	0	0	0	-1	33720	53084886126	9
12630	84	2549705	521587	82	0	0	0	-1	6168	53086021896	10
15302	129	5862	2116	34	0	0	0	-1	44950	53086466781	10
766	1	2639969	9013	88	0	0	0	436	1152	53086506599	10
16243	138	26297	2829	11	0	0	0	-1	16539	53086519417	33
35233	128	519123	21967	184	0	1	0	7571	7387	53085222507	9
31812	117	1576251	3078	85	0	0	0	296	12831	53085128237	3
47972	-1	2719638	74159	271	1	0	0	-1	17581	53086471799	9
21687	25	2537535	130120	63	0	1	0	17327	6547	53086513429	10
31693	-1	1123132	85616	49	1	1	0	-1	31224	53084216636	10
6279	-1	2568409	213972	84	1	0	0	388	6582	53086364319	10
38164	81	1210789	213616	259	0	0	0	-1	3459	53086455239	9
2692	99	35347	150573	85	3	0	0	-1	12884	53084517923	16
29413	271	2652273	24473	42	0	0	1	-1	3682	53086191602	9
4508	6	29412	28472	224	0	0	0	-1	12006	53086527919	9
61253	71	2569344	153389	44	0	0	0	352	64312	53086545696	6
34614	107	56467	13940	263	0	1	0	2141	27157	53084344077	7
43934	66	1223797	274021	151	0	0	0	249	12666	53086074537	10
4652	-1	807715	46101	-1	1	0	0	-1	10050	53081247749	10
14200	-1	785314	54426	149	1	0	0	-1	15907	53085226198	10
48946	263	2539404	63317	73	0	0	0	-1	20728	53086539282	7
2886	143	101821	63944	68	0	0	0	-1	5566	53086368443	7
18017	28	1223868	43624	27	0	0	0	-1	57303	53086279112	21
44223	73	203911	50815	99	0	1	0	26087	2903	53085744052	10
22577	21	140312	154878	74	0	0	0	-1	1622	53085040997	8
13873	7	360488	59442	35	0	1	0	43	7422	53086192010	11
28928	75	6624	2532	4	0	0	0	-1	28664	53086340345	9
22567	29	1216254	6189	4	0	0	0	-1	9360	53086277602	5
11788	70	838960	73122	1	0	0	0	-1	33334	53086547641	10
34358	-1	2719639	15206	1	1	0	0	-1	5145	53084126721	20
63486	70	137950	5971	297	0	1	0	-1	51014	53086410595	18
1526	30	6666	30736	25	0	1	0	-1	3629	53086516763	14
39996	77	1713915	14623	27	0	0	0	-1	38501	53084644181	11
12748	21	974868	3811	58	0	1	0	29735	15108	53085345984	10
49657	31	161063	13436	297	0	0	0	-1	22874	53086550030	10
10955	99	824636	126299	3	0	1	0	37397	13237	53085834594	20
30648	68	7502	196332	13	0	0	0	418	12765	53086450173	6
4684	25	206545	106711	113	0	1	0	-1	44759	53084784528	16
3523	237	87045	9742	29	0	0	0	2090	38952	53086081834	10
57685	-1	199467	9229	9	1	1	0	-1	44583	53084802859	10
54863	6	2719640	77412	4	3	0	0	-1	41995	53085473178	10
2094	51	2719641	550889	117	0	0	0	17681	44604	53086517148	37
62453	84	28738	13507	67	0	1	0	-1	65318	53086100062	7
14233	65	2537387	159062	0	0	1	0	361	12228	53086519357	9
22015	39	110606	10239	83	0	0	0	-1	26727	53086340193	10
18445	116	366932	16268	27	0	0	0	-1	9975	53086442117	10
14632	56	2537874	214101	137	0	0	0	-1	17641	53086548855	10
31358	301	22208	14461	11	0	0	0	338	48970	53086466892	10
5751	291	1239806	240141	80	0	0	0	25	10301	53086456481	5
45392	118	2537766	519226	151	0	0	0	3489	7914	53086542516	10
6177	16	2719642	92728	84	0	0	0	-1	10217	53086521731	11
59147	255	203562	94715	181	0	0	0	-1	38237	53086537891	7
8382	-1	1715071	36154	35	1	0	0	-1	16696	53085137767	7
3509	155	2719643	550890	213	3	0	0	220	2058	53086542413	42
35460	115	2567114	254647	105	0	0	0	-1	33788	53086485863	9
7357	19	2042113	90025	44	3	1	0	-1	2021	53085549589	9
1673	254	952535	113436	228	0	0	0	35	1147	53085513475	10
51368	308	17972	4628	4	0	1	0	-1	27329	53086428462	9
35774	31	2537387	159062	0	0	0	0	361	40411	53086519357	9
6550	81	121781	16458	84	0	1	0	19158	44183	53086262541	11
41351	116	60431	23087	135	0	0	0	-1	3686	53086531362	10
48358	256	1215	1271	20	0	0	0	320	18802	53086030104	16
8876	141	50154	5321	159	0	0	0	11547	3240	53086359937	10
